INK_SACK:3,2.0813403256296112,2024-07-18 17:21:14.594727
CORRUPTED_BAIT,1.9,2024-07-18 17:21:14.594727
INK_SACK:4,2.9,2024-07-18 17:21:14.594727
ENCHANTMENT_ULTIMATE_NO_PAIN_NO_GAIN_2,0.0,2024-07-18 17:21:14.594727
TARANTULA_WEB,504.9308197516611,2024-07-18 17:21:14.594727
ENCHANTMENT_ULTIMATE_NO_PAIN_NO_GAIN_1,0.0,2024-07-18 17:21:14.594727
DUNGEON_TRAP,1.0,2024-07-18 17:21:14.594727
DARK_ORB,209238.86070588234,2024-07-18 17:21:14.594727
ARCHITECT_FIRST_DRAFT,29861.231607935708,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_7,30000004.419230767,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_6,3772034.24527027,2024-07-18 17:21:14.594727
ESSENCE_DRAGON,2727.0039455594083,2024-07-18 17:21:14.594727
RITUAL_RESIDUE,1694765.3235294118,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_1,0.0,2024-07-18 17:21:14.594727
GIANT_FRAGMENT_LASER,647136.1164102565,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_5,0.0,2024-07-18 17:21:14.594727
ENCHANTED_MELON,311.50020726076997,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_4,0.0,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_3,0.0,2024-07-18 17:21:14.594727
ENCHANTMENT_PROTECTION_2,0.0,2024-07-18 17:21:14.594727
ENCHANTMENT_TURBO_COCO_1,22681.248580786025,2024-07-18 17:21:14.594727
ENCHANTMENT_TURBO_COCO_5,218537.92727272725,2024-07-18 17:21:14.594727
ENCHANTMENT_TURBO_COCO_4,29733.00625,2024-07-18 17:21:14.594727
ENCHANTMENT_TURBO_COCO_3,34084.91621621622,2024-07-18 17:21:14.594727
ENCHANTED_BLAZE_ROD,589213.7442733399,2024-07-18 17:21:14.594727
ENCHANTMENT_TURBO_COCO_2,3516.0486486486493,2024-07-18 17:21:14.594727
ENCHANTED_BROWN_MUSHROOM,1508.0,2024-07-18 17:21:14.594727
FRESHLY_MINTED_COINS,5054489.1,2024-07-18 17:21:14.594727
GOBLIN_EGG_YELLOW,1984.0094991892083,2024-07-18 17:21:14.594727
PARTY_GIFT,173740.55743801652,2024-07-18 17:21:14.594727
ENCHANTED_GLISTERING_MELON,2053.413262069776,2024-07-18 17:21:14.594727
ENCHANTMENT_CORRUPTION_5,4387.76911764706,2024-07-18 17:21:14.594727
ENCHANTMENT_CORRUPTION_4,0.6,2024-07-18 17:21:14.594727
PROTECTOR_FRAGMENT,7851.07807427664,2024-07-18 17:21:14.594727
ENCHANTMENT_CORRUPTION_3,0.0,2024-07-18 17:21:14.594727
ENCHANTMENT_CORRUPTION_2,0.7,2024-07-18 17:21:14.594727
ENCHANTMENT_CORRUPTION_1,0.0,2024-07-18 17:21:14.594727
ROCK_GEMSTONE,995776.735,2024-07-18 17:21:14.594727
ENCHANTED_MELON_BLOCK,49932.55553005966,2024-07-18 17:21:14.594727
CONDENSED_FERMENTO,2141184.558452722,2024-07-18 17:21:14.594727
BEADY_EYES,0.0,2024-07-18 17:21:14.594727
DIAMOND,6.681020448167712,2024-07-18 17:21:14.594727
COBBLESTONE,3.3,2024-07-18 17:21:14.594727
ENCHANTED_PUFFERFISH,2290.739064240624,2024-07-18 17:21:14.594727
PERFECT_RUBY_GEM,7646783.4418604635,2024-07-18 17:21:14.594727
MINION_EXPANDER,71244.5,2024-07-18 17:21:14.594727
END_STONE_SHULKER,1724.7852320675106,2024-07-18 17:21:14.594727
ENCHANTMENT_CAYENNE_5,927611.2772727272,2024-07-18 17:21:14.594727
ENCHANTED_HARD_STONE,2514.3527446984026,2024-07-18 17:21:14.594727
ENCHANTMENT_CAYENNE_4,6000000.1,2024-07-18 17:21:14.594727
ENDER_MONOCLE,87.78001722652886,2024-07-18 17:21:14.594727
WINTER_FRAGMENT,740873.1477272727,2024-07-18 17:21:14.594727
